Country_territory,Iso3_code,Region,Indicator,Destination,Value_str
United Arab Emirates,ARE,Asia,"Trafficking in persons, detected victims by citizenship",Indonesia,6
United Arab Emirates,ARE,Asia,"Trafficking in persons, detected victims by citizenship",Iraq,6
United Arab Emirates,ARE,Asia,"Trafficking in persons, detected victims by citizenship",Iraq,7
United Arab Emirates,ARE,Asia,"Trafficking in persons, detected victims by citizenship",Lebanon,8
United Arab Emirates,ARE,Asia,"Trafficking in persons, detected victims by citizenship",Lebanon,8
United Arab Emirates,ARE,Asia,"Trafficking in persons, detected victims by citizenship",Lebanon,8
United Arab Emirates,ARE,Asia,"Trafficking in persons, detected victims by citizenship",Pakistan,8
United Arab Emirates,ARE,Asia,"Trafficking in persons, detected victims by citizenship",Pakistan,20
United Arab Emirates,ARE,Asia,"Trafficking in persons, detected victims by citizenship",Pakistan,9
United Arab Emirates,ARE,Asia,"Trafficking in persons, detected victims by citizenship",Philippines,53
United Arab Emirates,ARE,Asia,"Trafficking in persons, detected victims by citizenship",Philippines,9
United Arab Emirates,ARE,Asia,"Trafficking in persons, detected victims by citizenship",Thailand,23
United Arab Emirates,ARE,Asia,"Trafficking in persons, detected victims by citizenship",Uzbekistan,14
United Arab Emirates,ARE,Asia,"Trafficking in persons, detected victims by citizenship",Uzbekistan,5
United Arab Emirates,ARE,Asia,Detected trafficking victims,Total,6
United Arab Emirates,ARE,Asia,Detected trafficking victims,Total,39
United Arab Emirates,ARE,Asia,Detected trafficking victims,Total,27
United Arab Emirates,ARE,Asia,Detected trafficking victims,Total,6
United Arab Emirates,ARE,Asia,Detected trafficking victims,Total,43
United Arab Emirates,ARE,Asia,Detected trafficking victims,Total,33
United Arab Emirates,ARE,Asia,Detected trafficking victims,Total,152
United Arab Emirates,ARE,Asia,Detected trafficking victims,Total,51
United Arab Emirates,ARE,Asia,Detected trafficking victims,Total,75
United Arab Emirates,ARE,Asia,Detected trafficking victims,Total,24
United Arab Emirates,ARE,Asia,Detected trafficking victims,Total,20
United Arab Emirates,ARE,Asia,Detected trafficking victims,Total,17
United Arab Emirates,ARE,Asia,Detected trafficking victims,Total,34
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Afghanistan,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Angola,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Bangladesh,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Bangladesh,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Bangladesh,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Bolivia (Plurinational State of),1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Bolivia (Plurinational State of),1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Burundi,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Cameroon,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Cameroon,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Cameroon,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",China,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",China,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",China,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Congo,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Congo,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Cote d'Ivoire,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Cote d'Ivoire,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Democratic People's Republic of Korea,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Egypt,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Eritrea,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Ethiopia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Ethiopia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Ethiopia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Ethiopia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",France,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Gambia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Gambia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Gambia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Gambia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Ghana,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Guinea,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Guinea,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",India,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",India,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",India,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Iran (Islamic Republic of),1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Iran (Islamic Republic of),1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Ireland,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Jamaica,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Jamaica,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Kosovo under UNSCR 1244,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Lao People's Democratic Republic,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Latvia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Latvia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Latvia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Liberia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Liberia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Malawi,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Malawi,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Mali,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Mali,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Mauritania,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Mauritius,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Mongolia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Morocco,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Myanmar,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Nepal,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Netherlands,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Netherlands,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Pakistan,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Pakistan,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Philippines,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Philippines,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Poland,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Republic of Moldova,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Romania,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Russian Federation,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Rwanda,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Rwanda,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Senegal,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Sierra Leone,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Sierra Leone,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Sierra Leone,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Somalia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Somalia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Somalia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",South Africa,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",South Africa,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Spain,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Sri Lanka,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Sri Lanka,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Sri Lanka,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Sudan,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Swaziland,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Syrian Arab Republic,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Thailand,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Thailand,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Togo,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Turkey,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Ukraine,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",United Republic of Tanzania,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",United Republic of Tanzania,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",United States of America,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Viet Nam,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Western Sahara,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Zambia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Zambia,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Zimbabwe,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Zimbabwe,1
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Albania,17
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Albania,50
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Albania,96
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Albania,10
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Albania,12
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Albania,7
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Bangladesh,7
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Bangladesh,5
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,5
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,6
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,5
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Bulgaria,18
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",China,72
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",China,79
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",China,7
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",China,21
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,21
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,33
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,14
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,24
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,15
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,26
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Czechia,21
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Eritrea,7
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Ghana,9
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Ghana,9
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Ghana,6
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Hungary,19
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Hungary,21
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Hungary,56
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Hungary,28
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Hungary,17
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Hungary,19
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",India,14
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",India,23
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",India,6
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",India,6
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Indonesia,5
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Indonesia,6
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Kenya,5
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Kenya,6
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Kenya,5
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Latvia,29
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Latvia,12
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Lithuania,18
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Lithuania,44
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Lithuania,48
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Lithuania,38
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Lithuania,29
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Lithuania,16
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Nigeria,98
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Nigeria,122
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Nigeria,66
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Nigeria,66
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Nigeria,32
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Nigeria,23
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Nigeria,17
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Pakistan,9
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Pakistan,5
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Philippines,20
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Philippines,14
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Poland,50
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Poland,71
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Poland,43
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Poland,99
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Poland,88
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Romania,24
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Romania,47
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Romania,63
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Romania,74
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Romania,69
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Romania,76
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Sierra Leone,14
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Sierra Leone,9
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,29
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,28
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,43
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,44
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,106
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,50
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Slovakia,30
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Thailand,8
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Uganda,16
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Uganda,25
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Uganda,9
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Uganda,20
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Uganda,5
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Uganda,5
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",United Kingdom,37
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",United Kingdom,14
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",United Kingdom,31
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",United Kingdom,81
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",United Kingdom,99
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",United Kingdom,135
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",United Kingdom,219
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",United Kingdom,18
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Viet Nam,48
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Viet Nam,72
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Viet Nam,41
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Viet Nam,61
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Viet Nam,26
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Viet Nam,48
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Viet Nam,37
United Kingdom,GBR,Europe,"Trafficking in persons, detected victims by citizenship",Zimbabwe,17
United Kingdom,GBR,Europe,Detected trafficking victims,Total,549
United Kingdom,GBR,Europe,Detected trafficking victims,Total,297
United Kingdom,GBR,Europe,Detected trafficking victims,Total,482
United Kingdom,GBR,Europe,Detected trafficking victims,Total,555
United Kingdom,GBR,Europe,Detected trafficking victims,Total,816
United Kingdom,GBR,Europe,Detected trafficking victims,Total,543
United Kingdom,GBR,Europe,Detected trafficking victims,Total,596
United Kingdom,GBR,Europe,Detected trafficking victims,Total,601
United Republic of Tanzania,TZA,Africa,"Trafficking in persons, detected victims by citizenship",Rwanda,1
United Republic of Tanzania,TZA,Africa,Detected trafficking victims,Total,9
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Afghanistan,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Algeria,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Algeria,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Argentina,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Argentina,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Australia,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Australia,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Bangladesh,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Bangladesh,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Belarus,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Belarus,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Belize,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Bolivia (Plurinational State of),1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Bolivia (Plurinational State of),1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Bulgaria,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Bulgaria,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Burkina Faso,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Burkina Faso,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Cambodia,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Cambodia,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Chile,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Chile,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship","China, Taiwan Province of China",1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Colombia,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Congo,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Congo,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Costa Rica,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Costa Rica,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Cuba,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Cuba,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Democratic People's Republic of Korea,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Democratic People's Republic of Korea,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Dominican Republic,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Egypt,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Egypt,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Eritrea,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Eritrea,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",France,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",France,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Gabon,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Gabon,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Germany,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Germany,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Ghana,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Ghana,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Guyana,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Guyana,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Haiti,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Haiti,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Iran (Islamic Republic of),1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Iran (Islamic Republic of),1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Iraq,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Iraq,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Japan,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Jordan,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Jordan,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Kazakhstan,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Kosovo under UNSCR 1244,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Lao People's Democratic Republic,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Lao People's Democratic Republic,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Lebanon,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Lebanon,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Lesotho,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Lesotho,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Liberia,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Morocco,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Myanmar,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Myanmar,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Nepal,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Netherlands,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Niger,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Niger,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Nigeria,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Nigeria,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Norway,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Norway,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Pakistan,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Portugal,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Portugal,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Romania,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Rwanda,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Senegal,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Senegal,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Serbia,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Sierra Leone,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Singapore,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Sri Lanka,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Sri Lanka,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Sudan,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Sudan,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Sweden,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Togo,1
United States of America,USA,Americas,"Trafficking in persons, detected victims by citizenship",Togo,1
